,location,total_sqft,bath,bhk_size,price
3907,Kudlu Gate,1535.0,3.0,3,86.0
3908,Nagavarapalya,1392.0,2.0,2,130.0
3909,Bellandur,1050.0,2.0,2,72.0
3910,Hosa Road,1513.0,3.0,3,103.0
3911,Gottigere,1621.0,3.0,3,72.0
3912,Bannerghatta Road,892.0,2.0,2,39.0
3913,Whitefield,1205.0,2.0,2,40.0
3914,Hebbal,1355.0,3.0,3,83.87
3915,Other,1250.0,5.0,5,300.0
3918,Indira Nagar,1400.0,2.0,2,168.0
3919,Kengeri,726.0,2.0,2,35.0
3920,Other,1500.0,3.0,3,149.0
3921,Hebbal,3895.0,4.0,4,405.0
3922,Horamavu Agara,1079.0,2.0,2,41.0
3923,Begur Road,1170.0,2.0,2,46.0
3924,Doddathoguru,1104.0,2.0,2,39.0
3925,Kanakpura Road,950.0,2.0,2,45.0
3927,Other,1650.0,2.0,3,52.0
3928,Kogilu,1559.0,3.0,3,127.0
3929,Other,1100.0,2.0,2,38.0
3930,Benson Town,1750.0,3.0,3,150.0
3931,Ramagondanahalli,1215.0,2.0,2,45.5
3932,Talaghattapura,1868.0,3.0,3,135.0
3933,Electronic City,1130.0,2.0,2,32.63
3934,Kanakpura Road,1570.0,3.0,3,64.5
3935,Sarjapur  Road,1691.0,3.0,3,98.0
3937,Hulimavu,1225.0,2.0,2,55.0
3938,JP Nagar,1690.0,3.0,3,112.0
3939,Thigalarapalya,1418.0,2.0,2,103.0
3940,Kasturi Nagar,1896.0,3.0,4,125.0
3941,Sonnenahalli,605.0,1.0,1,40.0
3942,Begur Road,800.0,5.0,5,95.0
3943,Electronic City Phase II,900.0,2.0,2,32.5
3944,Other,750.0,2.0,1,50.0
3945,Hoodi,780.0,3.0,3,62.0
3946,Ananth Nagar,908.0,2.0,2,26.0
3948,Thanisandra,3216.0,4.0,4,226.0
3949,BEML Layout,2400.0,4.0,5,225.0
3950,Iblur Village,1400.0,2.0,2,68.0
3951,Kudlu,1092.0,2.0,2,44.0
3952,Hulimavu,1255.0,2.0,2,74.0
3953,Electronic City,1500.0,2.0,3,100.0
3954,Thanisandra,1296.0,2.0,2,72.0
3955,Horamavu Banaswadi,925.0,2.0,2,38.0
3956,Raja Rajeshwari Nagar,1023.0,2.0,2,42.0
3957,Other,600.0,3.0,2,75.0
3958,Thanisandra,1020.0,2.0,2,44.5
3959,Choodasandra,1530.0,3.0,3,77.0
3960,Gubbalala,1650.0,3.0,3,71.0
3961,Other,1605.0,2.0,3,85.0
3962,Hosakerehalli,1925.0,2.0,2,50.0
3963,Kogilu,1190.0,2.0,2,50.66
3964,Jakkur,1374.0,3.0,3,68.0
3965,6th Phase JP Nagar,1140.0,2.0,2,65.0
3966,Green Glen Layout,1725.0,3.0,3,130.0
3967,Bisuvanahalli,1075.0,2.0,3,50.0
3968,Kannamangala,1574.0,3.0,3,93.34
3969,Sanjay nagar,965.0,1.0,1,32.0
3970,Marathahalli,1550.0,3.0,3,83.0
3971,Other,1205.0,2.0,2,60.0
3972,Kambipura,1082.0,2.0,3,55.0
3973,Uttarahalli,1215.0,2.0,3,52.85
3974,Hebbal,2483.0,5.0,4,230.0
3975,Other,1200.0,3.0,2,46.14
3976,Other,1500.0,1.0,1,19.5
3978,Ardendale,3198.0,4.0,4,250.0
3979,Kanakpura Road,1452.0,3.0,3,60.98
3980,Electronic City Phase II,1329.0,2.0,3,41.0
3981,Other,1125.0,2.0,2,44.0
3982,Other,1200.0,2.0,2,70.0
3983,Sarjapur  Road,1350.0,3.0,3,39.97
3984,Uttarahalli,1312.5,3.0,3,51.19
3985,Hebbal,2600.0,3.0,3,195.0
3986,Other,1200.0,2.0,2,160.0
3987,Electronic City Phase II,1220.0,3.0,3,35.23
3988,Pai Layout,1255.0,2.0,2,80.0
3989,Other,1904.0,3.0,3,155.0
3990,Somasundara Palya,1329.0,2.0,2,70.0
3991,Chandapura,1200.0,2.0,2,60.0
3992,Murugeshpalya,2135.0,3.0,3,160.0
3993,Other,2770.0,4.0,3,315.0
3994,Other,813.0,1.0,1,39.0
3995,Other,3884.0,4.0,4,240.0
3996,Doddaballapur,3876.0,3.0,3,300.0
3997,Kalena Agrahara,800.0,2.0,2,30.0
3999,Hormavu,1500.0,3.0,3,70.0
4000,Bannerghatta Road,1880.0,3.0,3,95.0
4001,Electronic City,1440.0,2.0,3,55.0
4002,Akshaya Nagar,1575.0,3.0,3,90.0
4003,Other,1630.0,2.0,3,97.78
4004,Yelahanka,1180.0,3.0,3,55.0
4005,Other,1090.0,2.0,2,36.0
4006,NGR Layout,1020.0,2.0,2,48.45
4007,Other,2425.0,4.0,4,173.0
4008,Varthur,1097.0,2.0,2,33.82
4009,Raja Rajeshwari Nagar,1070.0,2.0,2,50.0
4010,Kumaraswami Layout,1000.0,2.0,2,58.0
4012,Other,1150.0,2.0,2,56.0
4013,Frazer Town,1900.0,4.0,3,145.0
4014,Other,1141.0,2.0,2,49.0
4015,Jigani,937.0,2.0,2,44.0
4016,Green Glen Layout,1075.0,2.0,2,60.0
4017,Panathur,1000.0,2.0,2,65.3
4018,Kasavanhalli,1450.0,3.0,3,77.41
4019,Yelachenahalli,897.0,2.0,5,85.0
4020,Other,936.0,2.0,2,43.0
4021,Other,1280.0,2.0,2,75.0
4022,Babusapalaya,1050.0,2.0,2,45.0
4023,Marathahalli,1350.0,2.0,2,86.0
4024,Mallasandra,1325.0,2.0,2,70.0
4025,Devanahalli,1174.0,2.0,2,59.0
4026,Hosur Road,1890.0,3.0,3,162.0
4027,Other,735.0,1.0,1,75.0
4028,Other,500.0,1.0,1,24.0
4029,Gottigere,1304.0,3.0,3,80.0
4030,Yelahanka,1653.0,3.0,3,120.0
4031,Bisuvanahalli,1075.0,2.0,3,52.0
4032,7th Phase JP Nagar,1212.0,3.0,2,42.0
4033,Other,1100.0,2.0,2,50.0
4035,Other,1200.0,4.0,3,145.0
4036,Billekahalli,1140.0,2.0,2,50.0
4037,Other,1200.0,2.0,2,100.0
4038,Kudlu Gate,1532.0,3.0,3,83.0
4039,Doddaballapur,2776.0,4.0,3,195.0
4040,Padmanabhanagar,1531.0,2.0,3,75.0
4041,Poorna Pragna Layout,1270.0,2.0,3,50.79
4042,Uttarahalli,1325.0,2.0,2,53.0
4043,Other,1200.0,3.0,3,160.0
4044,Electronic City,1156.0,2.0,3,44.0
4045,R.T. Nagar,2000.0,4.0,4,320.0
4046,Bannerghatta Road,1260.0,2.0,2,70.0
4047,Vittasandra,1934.0,2.0,2,90.0
4048,Malleshpalya,1060.0,2.0,2,40.0
4049,Kasavanhalli,1476.0,3.0,3,95.0
4050,Murugeshpalya,1185.0,2.0,2,85.0
4051,Other,1265.0,2.0,3,82.0
4052,Other,3200.0,5.0,4,150.0
4053,Other,1196.0,2.0,2,56.81
4054,EPIP Zone,1280.0,2.0,2,69.0
4055,Marathahalli,800.0,4.0,4,86.0
4056,Hulimavu,1175.0,2.0,2,45.0
4057,Other,1850.0,3.0,3,98.0
4059,Whitefield,1195.0,2.0,2,70.0
4060,Ulsoor,2000.0,3.0,3,185.0
4062,Hebbal Kempapura,800.0,5.0,4,155.0
4063,Hosur Road,1180.0,2.0,2,36.5
4064,Jakkur,1050.0,2.0,2,49.87
4065,Electronic City,1400.0,2.0,3,40.44
4066,Other,2360.0,4.0,4,150.0
4067,Other,1030.0,2.0,2,77.25
4068,Other,1512.0,1.0,2,65.01
4069,Subramanyapura,929.0,2.0,2,48.0
4070,Jigani,1252.0,3.0,3,61.0
4071,Green Glen Layout,1485.0,3.0,3,115.0
4072,Electronics City Phase 1,1124.0,2.0,3,55.0
4074,Indira Nagar,1407.0,3.0,3,120.0
4075,Hennur Road,1482.0,2.0,3,97.0
4076,Sector 7 HSR Layout,1163.0,2.0,2,98.86
4077,Jalahalli,1570.0,3.0,3,140.0
4078,Whitefield,3480.0,4.0,3,284.0
4079,Chandapura,520.0,1.0,1,14.04
4080,Other,2000.0,3.0,3,160.0
4081,Prithvi Layout,1352.0,2.0,2,75.0
4082,Electronic City,1152.0,2.0,2,65.0
4083,Other,1575.0,3.0,3,93.0
4084,Hegde Nagar,1965.0,4.0,3,125.0
4085,Other,1300.0,2.0,3,70.0
4086,Sarjapur  Road,1.0,4.0,4,120.0
4087,Marathahalli,957.0,2.0,2,47.0
4088,Hoskote,1740.0,3.0,3,60.0
4090,Neeladri Nagar,1060.0,2.0,2,35.0
4091,Other,975.0,2.0,2,50.0
4092,Ramamurthy Nagar,1150.0,2.0,2,51.0
4093,Whitefield,1738.0,2.0,3,79.0
4094,Bommanahalli,1250.0,3.0,3,55.0
4095,Bannerghatta Road,1788.0,3.0,3,90.0
4096,Kanakapura,1151.0,2.0,2,59.0
4097,Uttarahalli,1300.0,2.0,3,60.0
4098,Garudachar Palya,1150.0,2.0,2,52.8
4099,Other,1380.0,2.0,2,75.0
4100,Hebbal,1645.0,3.0,3,117.0
4101,Babusapalaya,1141.0,2.0,2,45.9
4102,7th Phase JP Nagar,1175.0,2.0,2,82.5
4103,Banashankari Stage V,1355.0,2.0,3,61.0
4104,Dasarahalli,1150.0,2.0,2,70.0
4106,Other,1000.0,2.0,2,45.0
4107,Balagere,1007.0,2.0,2,65.0
4108,Other,3000.0,5.0,4,100.0
4109,Kothanur,1436.0,3.0,3,70.0
4110,Marathahalli,4000.0,4.0,4,220.0
4111,Somasundara Palya,2372.0,3.0,3,140.0
4113,BTM Layout,0.0,3.0,3,10.0
4114,Rajaji Nagar,1200.0,2.0,2,150.0
4115,Rayasandra,1016.0,2.0,2,58.0
4116,Dodda Nekkundi,1100.0,2.0,2,48.0
4117,Other,1080.0,2.0,2,45.0
4118,Electronic City,1070.0,2.0,2,60.0
4119,Kadubeesanahalli,1532.0,3.0,3,115.0
4120,Hennur,1040.0,2.0,2,42.12
4121,Other,3100.0,3.0,3,250.0
4122,Tumkur Road,1137.5,2.0,2,48.905
4123,Thanisandra,1430.0,2.0,3,51.6
4124,Rajaji Nagar,1160.0,1.0,2,163.0
4125,ITPL,3262.0,5.0,4,205.0
4127,Other,1190.0,2.0,2,100.0
4128,Other,1827.0,3.0,3,100.0
4129,HRBR Layout,1210.0,2.0,2,75.0
4130,Other,1500.0,3.0,3,95.0
4131,Rachenahalli,1050.0,2.0,2,53.5
4132,Hebbal,1251.0,2.0,2,88.73
4133,HSR Layout,1600.0,2.0,3,115.0
4134,Electronic City,1128.0,2.0,2,65.5
4135,Budigere,1820.0,3.0,3,93.0
4136,Thigalarapalya,2072.0,4.0,3,159.0
4137,Raja Rajeshwari Nagar,1510.0,2.0,3,59.0
4138,Hoodi,1925.0,2.0,3,114.0
4139,Hennur Road,2651.0,2.0,3,225.0
4140,Thigalarapalya,2072.0,4.0,3,147.0
4141,Kumaraswami Layout,1000.0,2.0,2,36.0
4142,KR Puram,1752.0,3.0,3,145.0
4143,Sahakara Nagar,960.0,2.0,2,56.0
4144,Other,1180.0,2.0,2,63.0
4145,Benson Town,2270.0,3.0,3,180.0
4146,NRI Layout,650.0,2.0,2,59.0
4147,Lakshminarayana Pura,1200.0,2.0,2,75.0
4148,Bisuvanahalli,1180.0,2.0,3,46.0
4149,Other,1300.0,3.0,3,47.0
4150,Bannerghatta Road,1157.0,2.0,2,40.0
4151,Kanakpura Road,1300.0,3.0,3,69.0
4152,Banashankari Stage III,1305.0,2.0,3,59.0
4153,Hegde Nagar,2006.0,4.0,3,196.0
4154,Jakkur,1290.0,2.0,2,80.0
4155,Hoskote,1170.0,2.0,2,45.0
4156,Other,971.0,2.0,4,135.0
4157,Yelachenahalli,1400.0,2.0,2,78.0
4158,Lakshminarayana Pura,1200.0,2.0,2,75.0
4159,Other,1155.0,2.0,3,60.0
4160,Hormavu,1725.0,3.0,3,85.0
4161,Kanakpura Road,700.0,2.0,2,40.0
4163,Hoodi,1112.0,2.0,2,88.0
4164,Somasundara Palya,1178.0,2.0,2,78.0
4165,Badavala Nagar,1274.0,2.0,2,81.0
4166,Doddathoguru,915.0,2.0,2,32.0
4168,Hosur Road,760.0,1.0,1,21.28
4169,Other,1540.0,3.0,3,68.0
4170,Other,1206.0,2.0,2,38.5
4171,Other,1645.0,3.0,3,95.0
4172,Other,1200.0,4.0,4,170.0
4173,Other,1200.0,4.0,4,140.0
4174,Nehru Nagar,2342.0,3.0,4,115.0
4175,Other,1200.0,2.0,3,55.0
4176,Yelenahalli,1056.0,2.0,2,33.0
4178,Kanakpura Road,1450.0,3.0,3,54.3
4179,Other,1161.0,2.0,2,36.69
4180,Other,1097.0,2.0,2,65.0
4181,Uttarahalli,850.0,2.0,2,35.0
4182,Green Glen Layout,1715.0,3.0,3,115.0
4183,Basavangudi,2300.0,3.0,3,317.0
4184,Electronic City,1200.0,2.0,2,59.0
4185,8th Phase JP Nagar,1080.0,2.0,2,38.0
4186,Kasavanhalli,1200.0,2.0,2,50.3
4188,Banashankari,1400.0,2.0,3,78.0
4189,Whitefield,1500.0,4.0,4,200.0
4190,Kanakpura Road,458.0,1.0,1,19.695
4191,Marathahalli,1230.0,2.0,2,57.0
4192,Kalyan nagar,1640.0,3.0,3,88.0
4193,Banashankari,1700.0,3.0,3,125.0
4194,Bommasandra,1478.0,2.0,3,44.0
4196,Banashankari,1020.0,2.0,2,40.79
4197,Nagarbhavi,1200.0,2.0,2,150.0
4198,Yelahanka,1275.0,2.0,3,95.0
4199,Other,1600.0,3.0,4,165.0
4200,Kanakapura,1110.0,2.0,2,38.85
4201,Uttarahalli,1627.86,3.0,3,88.0
4202,Other,620.0,2.0,2,22.0
4203,Whitefield,3004.0,4.0,4,285.0
4204,Hosa Road,1133.0,2.0,2,52.0
4205,Hennur Road,1182.0,2.0,2,82.5
4206,Tumkur Road,1500.0,3.0,3,100.0
4207,Hebbal Kempapura,3900.0,5.0,4,360.0
4208,Marathahalli,1200.0,2.0,2,58.0
4209,Raja Rajeshwari Nagar,1128.0,2.0,2,48.79
4210,Malleshwaram,2345.0,3.0,3,293.0
4211,Other,900.0,2.0,2,110.0
4212,Amruthahalli,1100.0,2.0,2,45.0
4213,Kengeri Satellite Town,635.0,1.0,2,22.0
4214,Ardendale,2062.0,3.0,4,140.0
4215,Thanisandra,1874.0,4.0,3,130.0
4216,Vidyaranyapura,600.0,3.0,4,78.0
4217,Old Madras Road,1171.0,2.0,2,75.0
4218,Sarjapur,2020.0,3.0,3,85.0
4219,8th Phase JP Nagar,1059.0,2.0,2,34.5
4220,Panathur,1315.0,2.0,3,59.1
4221,Jakkur,1760.0,3.0,3,110.0
4222,Other,1200.0,2.0,2,125.0
4223,Hennur Road,1192.0,2.0,3,62.0
4224,Hebbal,1645.0,3.0,3,121.0
4225,Whitefield,1250.0,2.0,2,72.0
4226,Whitefield,709.0,1.0,1,34.385
4227,Whitefield,1340.0,2.0,2,77.0
4228,Cooke Town,2388.0,4.0,3,239.0
4229,Hosa Road,1369.1,2.0,2,104.0
4230,Other,1355.0,2.0,2,75.0
4231,Bannerghatta Road,1150.0,2.0,2,65.0
4232,Kanakapura,1938.0,3.0,3,113.0
4233,Begur Road,2462.0,4.0,4,124.0
4234,Budigere,1636.0,3.0,3,85.0
4235,Akshaya Nagar,1430.0,2.0,3,75.0
4236,Other,2000.0,3.0,3,85.0
4237,Electronic City Phase II,993.0,2.0,3,50.0
4238,Laggere,1260.0,4.0,4,150.0
4239,Kanakpura Road,1700.0,3.0,3,88.0
4240,Yelahanka,1270.0,2.0,2,78.0
4241,Anjanapura,1500.0,3.0,3,121.0
4242,Koramangala,2300.0,3.0,3,290.0
4244,Marathahalli,1650.0,3.0,3,86.45
4245,Panathur,1109.0,2.0,2,63.0
4246,Other,1280.0,2.0,2,49.75
4247,Sarjapur,2885.0,3.0,4,185.0
4249,Devanahalli,1600.0,3.0,3,180.0
4250,Kothanur,1462.0,3.0,3,71.0
4251,Marathahalli,607.0,1.0,1,35.0
4252,Kammasandra,930.0,2.0,2,25.0
4254,Sahakara Nagar,1200.0,5.0,5,160.0
4255,Malleshwaram,2600.0,3.0,3,237.0
4256,JP Nagar,3000.0,4.0,4,140.0
4257,Electronic City Phase II,1418.0,3.0,3,52.47
4259,EPIP Zone,1125.0,2.0,2,65.0
4260,CV Raman Nagar,1825.0,3.0,3,126.0
4261,Whitefield,1320.0,2.0,2,79.5
4262,JP Nagar,3000.0,4.0,4,140.0
4263,HAL 2nd Stage,1490.0,2.0,3,300.0
4264,Other,1650.0,3.0,4,300.0
4265,Whitefield,750.0,2.0,2,52.7
4266,Yelahanka,1400.0,2.0,3,80.54
4269,Mahadevpura,3295.0,4.0,5,260.0
4270,Other,1150.0,3.0,4,110.0
4271,Whitefield,1200.0,3.0,3,61.96
4272,Poorna Pragna Layout,965.0,2.0,2,48.0
4273,Gottigere,812.0,1.0,1,26.0
4274,KR Puram,1100.0,2.0,2,43.0
4275,Whitefield,1180.0,2.0,2,41.0
4276,HSR Layout,1145.0,2.0,2,48.0
4277,Haralur Road,1027.0,2.0,2,44.0
4278,Other,1215.0,2.0,2,49.85
4279,Hegde Nagar,1200.0,2.0,2,75.0
4280,Kenchenahalli,1015.0,2.0,2,58.0
4281,Kaggalipura,2400.0,3.0,3,165.0
4282,Whitefield,3000.0,4.0,4,306.0
4283,7th Phase JP Nagar,3300.0,4.0,3,160.0
4284,Other,1076.0,2.0,2,52.0
4285,JP Nagar,1300.0,2.0,2,109.0
4286,Hebbal Kempapura,1300.0,2.0,2,102.0
4287,Hosa Road,1512.0,3.0,3,123.0
4288,Bhoganhalli,1053.4,3.0,3,88.91
4289,Yeshwanthpur,605.0,1.0,1,41.745
4290,Hormavu,1153.0,2.0,2,65.0
4291,Other,2080.0,2.0,2,150.0
4292,Hulimavu,1255.0,2.0,2,69.0
4293,Bannerghatta Road,0.0,5.0,4,260.0
4294,Marathahalli,1583.0,3.0,3,109.0
4295,Other,1505.0,2.0,2,90.0
4296,Kathriguppe,1365.0,2.0,3,75.08
4297,Other,1200.0,3.0,3,95.75
4298,Other,1810.0,4.0,3,148.0
4299,Magadi Road,440.0,1.0,1,35.0
4300,Subramanyapura,975.0,2.0,2,63.0
4301,Other,1250.0,2.0,2,39.0
4302,Other,1530.0,2.0,3,97.0
4303,Kereguddadahalli,1300.0,2.0,3,39.0
4304,Channasandra,1115.0,2.0,2,40.0
4305,Sarjapur  Road,1308.0,2.0,2,83.0
4306,Parappana Agrahara,1194.0,2.0,2,47.0
4307,Uttarahalli,1490.0,2.0,3,59.6
4309,Sarjapur  Road,1592.0,3.0,3,91.0
4310,Rajaji Nagar,1222.0,2.0,2,112.0
4311,Raja Rajeshwari Nagar,1267.0,2.0,2,42.85
4312,Balagere,656.0,1.0,1,53.0
4315,Chandapura,1200.0,1.0,2,36.0
4316,Thanisandra,1698.0,3.0,3,102.0
4317,Other,1500.0,3.0,3,70.0
4318,Other,2000.0,5.0,4,80.0
4319,Electronic City,1152.0,2.0,2,65.75
4320,Raja Rajeshwari Nagar,550.0,1.0,1,21.0
4321,Pattandur Agrahara,900.0,2.0,2,42.0
4322,Other,1410.0,2.0,3,45.12
4323,Akshaya Nagar,1419.0,2.0,3,73.0
4324,Amruthahalli,1200.0,2.0,2,55.0
4325,AECS Layout,1800.0,3.0,3,65.0
4326,Gottigere,990.0,2.0,2,40.0
4327,Sarjapur  Road,1016.0,2.0,2,45.0
4328,Bannerghatta Road,1100.0,2.0,2,39.0
4329,Ramamurthy Nagar,850.0,2.0,4,65.0
4330,Whitefield,1095.0,2.0,2,35.0
4331,Other,2000.0,3.0,3,85.0
4332,Budigere,1444.0,2.0,2,70.0
4333,Whitefield,1415.0,2.0,2,67.0
4334,Other,1500.0,2.0,3,130.0
4335,Other,1600.0,3.0,3,72.0
4336,Whitefield,1105.0,2.0,2,41.36
4337,Electronic City,1225.0,3.0,3,45.03
4338,Frazer Town,2560.0,3.0,3,265.0
4339,Kanakpura Road,1080.0,2.0,2,37.8
4341,Talaghattapura,1856.0,3.0,3,135.0
4342,Haralur Road,1464.0,3.0,3,56.0
4344,Sarjapur  Road,1150.0,2.0,2,77.0
4345,Abbigere,1200.0,4.0,5,98.0
4346,Whitefield,2094.0,3.0,3,113.19
4347,5th Phase JP Nagar,1485.0,2.0,3,67.0
4348,Other,2500.0,3.0,3,75.0
4349,Whitefield,1200.0,2.0,2,45.0
4350,Hennur Road,1036.0,2.0,2,59.46
4351,Whitefield,3445.0,5.0,4,270.0
4352,Other,1400.0,2.0,2,80.0
4353,Bommanahalli,1110.0,2.0,2,33.0
4354,Kodichikkanahalli,1150.0,2.0,2,48.0
4355,Kenchenahalli,715.0,1.0,1,45.0
4356,Magadi Road,1200.0,4.0,4,130.0
4357,Rajaji Nagar,1200.0,3.0,5,260.0
4358,Jakkur,2283.0,4.0,4,130.0
4360,Hormavu,1453.0,2.0,3,43.58
4361,Nagarbhavi,1400.0,2.0,3,85.0
4362,Padmanabhanagar,1400.0,3.0,3,65.0
4363,Whitefield,1700.0,3.0,3,140.0
4364,Kanakpura Road,1591.0,3.0,3,120.0
4365,Nagarbhavi,1515.0,2.0,3,79.0
4366,Marathahalli,2500.0,3.0,5,200.0
4367,Chandapura,975.0,2.0,2,24.86
4368,Yeshwanthpur,1382.0,2.0,3,76.18
4370,Other,1533.0,3.0,3,150.0
4372,Other,1100.0,2.0,2,38.0
4374,Banashankari Stage II,1500.0,2.0,3,120.0
4375,Yelahanka,1391.0,2.0,3,64.5
4376,Begur Road,1160.0,2.0,2,42.92
4377,Chandapura,620.0,1.0,1,27.0
4381,Kanakpura Road,1482.0,3.0,3,60.98
4382,Whitefield,1405.0,2.0,2,84.5
4383,Gunjur,1190.0,2.0,2,40.0
4384,Harlur,1174.0,2.0,2,78.0
4385,Seegehalli,1155.0,2.0,2,72.0
4386,Thanisandra,1411.0,3.0,3,93.04
4387,Other,745.0,2.0,2,50.0
4388,Kereguddadahalli,1000.0,2.0,2,30.0
4389,Jigani,923.0,2.0,2,50.0
4390,Yeshwanthpur,1000.0,2.0,2,32.0
4391,Battarahalli,1276.0,2.0,2,45.0
4392,Other,1460.0,3.0,3,70.0
4393,Other,1355.0,2.0,2,95.0
4394,Other,833.0,1.0,1,49.0
4397,Ramamurthy Nagar,1200.0,2.0,2,48.0
4398,Yeshwanthpur,669.0,1.0,1,36.85
4399,7th Phase JP Nagar,2200.0,4.0,3,105.0
4400,Koramangala,1594.0,3.0,3,125.0
4401,Kothanur,1790.0,3.0,3,105.0
4402,NGR Layout,1020.0,2.0,2,45.0
4404,Other,1037.0,2.0,2,36.28
4405,Whitefield,1345.0,2.0,3,57.0
4406,Kodichikkanahalli,1070.0,2.0,2,43.0
4407,Other,3000.0,5.0,4,270.0
4408,Yeshwanthpur,1385.0,2.0,3,76.18
4409,Kanakpura Road,1207.0,2.0,2,79.9
4410,Varthur,1140.0,2.0,2,55.5
4411,Other,1220.0,2.0,2,68.0
4413,Iblur Village,3596.0,5.0,4,252.0
4414,Sarjapur  Road,1965.0,3.0,3,120.0
4415,Koramangala,1760.0,2.0,3,115.0
4416,Haralur Road,1225.0,2.0,2,70.0
4417,Marathahalli,1075.0,2.0,2,52.43
4418,Panathur,1000.0,2.0,2,68.0
4419,Hennur Road,1891.0,3.0,3,109.0
4420,Yelahanka,1322.0,2.0,2,86.0
4421,Other,1095.0,3.0,3,215.0
4422,Bellandur,3600.0,4.0,4,260.0
4423,AECS Layout,1045.0,2.0,2,36.58
4424,Other,1545.0,3.0,3,85.0
4425,Thanisandra,1996.0,3.0,3,135.0
4426,Brookefield,1125.0,2.0,2,70.0
4427,Mysore Road,1560.0,3.0,3,115.0
4428,BEML Layout,2000.0,2.0,3,85.0
4429,Murugeshpalya,3100.0,4.0,4,310.0
4430,Other,780.0,2.0,2,35.0
4431,Other,1350.0,2.0,2,110.0
4432,Sarjapur  Road,2275.0,4.0,3,180.0
4433,Other,1350.0,2.0,2,41.0
4434,Haralur Road,1464.0,3.0,3,56.0
4435,Kanakpura Road,1570.0,3.0,3,64.5
4436,Dasanapura,708.0,1.0,1,28.32
4437,Sarjapur  Road,1680.0,3.0,3,160.0
4438,Hoodi,1400.0,2.0,2,82.0
4439,Bellandur,1310.0,2.0,2,72.0
4441,Electronics City Phase 1,1175.0,2.0,2,57.0
4442,Chikkalasandra,1428.0,2.0,3,80.0
4443,Akshaya Nagar,750.0,4.0,4,62.0
4444,Whitefield,3252.0,4.0,4,280.0
4445,Haralur Road,1194.0,2.0,2,46.0
4447,8th Phase JP Nagar,1080.0,2.0,2,35.0
4448,Other,1200.0,2.0,3,68.0
4449,Whitefield,1200.0,2.0,2,45.0
4450,Other,1200.0,4.0,5,120.0
4451,Bommasandra Industrial Area,1320.0,2.0,3,38.13
4452,Badavala Nagar,1842.0,3.0,3,115.0
4453,Sector 2 HSR Layout,1146.0,2.0,2,55.0
4454,Rachenahalli,440.0,1.0,1,28.0
4455,Sahakara Nagar,1048.0,2.0,2,50.0
4456,Thanisandra,1801.0,3.0,3,115.0
4457,Hennur Road,1232.0,2.0,2,69.61
4458,Whitefield,1150.0,2.0,2,90.0
4459,Talaghattapura,1868.0,3.0,3,120.0
4460,Begur,1445.0,2.0,3,47.1
4461,Hebbal Kempapura,1466.0,2.0,3,140.0
4462,Harlur,1730.0,3.0,3,100.0
4463,JP Nagar,3860.0,3.0,3,402.0
4464,Somasundara Palya,1185.0,2.0,2,70.0
4465,Yeshwanthpur,3027.0,4.0,3,260.0
4466,Whitefield,2400.0,4.0,4,147.0
4467,Kaval Byrasandra,1185.0,2.0,2,49.0
4468,Other,1150.0,2.0,2,49.0
4469,Other,2000.0,4.0,5,180.0
4471,Pai Layout,1075.0,2.0,2,35.0
4472,Hebbal,1760.0,3.0,3,123.0
4473,Banashankari,1600.0,2.0,2,63.98
4474,Other,910.0,4.0,4,140.0
4475,Haralur Road,1000.0,2.0,2,78.0
4476,7th Phase JP Nagar,1215.0,2.0,2,90.0
4477,EPIP Zone,1734.0,3.0,3,125.0
4478,Akshaya Nagar,1280.0,2.0,2,60.0
4479,Rachenahalli,1113.0,2.0,2,55.0
4480,Horamavu Banaswadi,1272.0,2.0,2,48.0
4481,Kereguddadahalli,1240.0,3.0,3,41.0
4483,Yelahanka,1100.0,2.0,2,70.0
4484,Ambalipura,896.0,2.0,2,30.13
4485,Rachenahalli,3657.0,5.0,4,220.0
4486,BTM 2nd Stage,1200.0,2.0,2,35.0
4487,Ramagondanahalli,2800.0,4.0,4,155.0
4488,Hebbal,2790.0,4.0,4,198.0
4489,Ambalipura,3500.0,3.0,3,198.0
4490,Ramamurthy Nagar,3600.0,3.0,3,150.0
4491,Sarjapur,1500.0,2.0,2,30.0
4493,Other,1096.0,2.0,2,48.0
4494,Other,580.0,2.0,2,95.0
4495,Other,1094.0,2.0,2,44.0
4496,Other,1100.0,2.0,2,49.0
4497,Iblur Village,2987.5,5.0,4,191.0
4499,Nagarbhavi,1145.0,2.0,2,40.0
4500,Rachenahalli,1550.0,3.0,3,74.5
4501,Seegehalli,1830.0,4.0,3,82.0
4502,Hoodi,1746.0,3.0,3,84.95
4503,Other,1280.0,4.0,4,115.0
4504,Kengeri,918.0,2.0,2,27.54
4505,Chandapura,645.0,1.0,1,16.45
4506,Banashankari Stage III,1305.0,2.0,3,60.0
4507,Thigalarapalya,1207.0,2.0,2,62.0
4508,Thanisandra,1678.0,3.0,3,125.0
4509,Kaggalipura,950.0,2.0,2,50.0
4511,Electronic City,1070.0,2.0,2,55.0
4512,Ardendale,1732.46,3.0,3,92.0
4513,Attibele,1639.0,2.0,3,40.98
4514,Marathahalli,1360.0,2.0,2,103.0
4515,Malleshpalya,2592.0,4.0,4,250.0
4517,Other,720.0,4.0,5,62.0
4518,Lakshminarayana Pura,1656.0,3.0,3,150.0
4519,Sarjapur  Road,985.0,2.0,2,49.0
